Scene-Awareness Based Single Image Dehazing Technique via Automatic Estimation of Sky Area.,IEEE Access
Adaptive Neural-Based Finite-Time Trajectory Tracking Control for Underactuated Marine Surface Vessels With Position Error Constraint.,IEEE Access
Timing Channel in IaaS - How to Identify and Investigate.,IEEE Access
Big Production Enterprise Supply Chain Endogenous Risk Management Based on Blockchain.,IEEE Access
Depth-Based Human Detection Considering Postural Diversity and Depth Missing in Office Environment.,IEEE Access
When Time Matters - Predictive Mission Planning in Cyber-Physical Scenarios.,IEEE Access
Large-Scale Analysis of User Exposure to Online Advertising on Facebook.,IEEE Access
A Hybrid Model Based on Constraint OSELM, Adaptive Weighted SRC and KNN for Large-Scale Indoor Localization.,IEEE Access
Effect of Boundary Condition and Model Structure Integrity of Tooth-PDL-Bone Complex on Tooth Mode Computation.,IEEE Access
Wavelet Denoising Algorithm Based on NDOA Compressed Sensing for Fluorescence Image of Microarray.,IEEE Access
The Large-Small Group-Based Consensus Decision Method and Its Application to Teaching Management Problems.,IEEE Access
Image Denoising Based on HOSVD With Iterative-Based Adaptive Hard Threshold Coefficient Shrinkage.,IEEE Access
Diagnosis of Diabetic Retinopathy Using Deep Neural Networks.,IEEE Access
Info-Trust - A Multi-Criteria and Adaptive Trustworthiness Calculation Mechanism for Information Sources.,IEEE Access
Fixed-Time Attitude Tracking Control for Rigid Spacecraft With Actuator Misalignments and Faults.,IEEE Access
Fusion Image Based Radar Signal Feature Extraction and Modulation Recognition.,IEEE Access
Secure RFID Authentication Schemes Based on Security Analysis and Improvements of the USI Protocol.,IEEE Access
Single Image Super-Resolution Using Dual-Branch Convolutional Neural Network.,IEEE Access
Collaboration of Smart IoT Devices Exemplified With Smart Cupboards.,IEEE Access
Higher Order Sectorization in FFR-Aided OFDMA Cellular Networks - Spectral- and Energy-Efficiency.,IEEE Access
Stacked Denoising Extreme Learning Machine Autoencoder Based on Graph Embedding for Feature Representation.,IEEE Access
Robust Long-Term Spectrum Prediction With Missing Values and Sparse Anomalies.,IEEE Access
160-GHz Radar Proximity Sensor With Distributed and Flexible Antennas for Collaborative Robots.,IEEE Access
Toward High-Performance Implementation of 5G SCMA Algorithms.,IEEE Access
A Generic Spatiotemporal UAV Scheduling Framework for Multi-Event Applications.,IEEE Access
Towards a Knowledge-Based Recommender System for Linking Electronic Patient Records With Continuing Medical Education Information at the Point of Care.,IEEE Access
Low-Cost and Efficient Hardware Solution for Presentation Attack Detection in Fingerprint Biometrics Using Special Lighting Microscopes.,IEEE Access
High-Order Planar Bandpass Filters With Electronically-Reconfigurable Passband Width and Flatness Based on Adaptive Multi-Resonator Cascades.,IEEE Access
Using Transposition Padding to Get CCA2 Security From Any Deterministic Encryption Schemes.,IEEE Access
Intrinsic Image Sequence Decomposition Using Low-Rank Sparse Model.,IEEE Access
Adaptive Multivariable Control for Multiple Resource Allocation of Service-Based Systems in Cloud Computing.,IEEE Access
A Symbiotic Organisms Search Algorithm for Optimal Allocation of Blood Products.,IEEE Access
Real-Time Interference Identification via Supervised Learning - Embedding Coexistence Awareness in IoT Devices.,IEEE Access
Uncertainty-Aware Computational Tools for Power Distribution Networks Including Electrical Vehicle Charging and Load Profiles.,IEEE Access
Health and Safety Situation Awareness Model and Emergency Management Based on Multi-Sensor Signal Fusion.,IEEE Access
A Cooperation Analysis Method Using Internal and External Features for Mechanical and Electro-Hydraulic System.,IEEE Access
Deterministic Compressed Sensing Matrices From Sequences With Optimal Correlation.,IEEE Access
Achieving Semantic Secure Search in Cloud Supported Information-Centric Internet of Things.,IEEE Access
Deformable Cardiovascular Image Registration via Multi-Channel Convolutional Neural Network.,IEEE Access
Successive Cancellation Priority Decoding of Polar Codes.,IEEE Access
Effective Data Communication Based on Social Community in Social Opportunistic Networks.,IEEE Access
PCI Planning Based on Binary Quadratic Programming in LTE/LTE-A Networks.,IEEE Access
Improving Energy-Efficiency for Resource Allocation by Relay-Aided In-Band D2D Communications in C-RAN-Based Systems.,IEEE Access
3D Neuromorphic Wireless Power Transfer and Energy Transmission Based Synaptic Plasticity.,IEEE Access
Decentralized Trust Evaluation in Vehicular Internet of Things.,IEEE Access
Automatic Determination of Vertical Cup-to-Disc Ratio in Retinal Fundus Images for Glaucoma Screening.,IEEE Access
SDN-Based End-to-End Fragment-Aware Routing for Elastic Data Flows in LEO Satellite-Terrestrial Network.,IEEE Access
Indoor Localization Using Visible Light via Two-Layer Fusion Network.,IEEE Access
Radar HRRP Target Recognition Based on Deep One-Dimensional Residual-Inception Network.,IEEE Access
A Pipeline Neural Network for Low-Light Image Enhancement.,IEEE Access
Nonlinear Dynamic Surface Control for the Underactuated Translational Oscillator With Rotating Actuator System.,IEEE Access
Exploring Risk Factors With Crashes by Collision Type at Freeway Diverge Areas - Accounting for Unobserved Heterogeneity.,IEEE Access
Psychological Gender Express via Mobile Social Network Activities - An Experimental Study on a Gay Network Data.,IEEE Access
A Novel Miniaturized Planar Ultra-Wideband Antenna.,IEEE Access
Frequency Selection Approach for Energy Aware Cloud Database.,IEEE Access
Cold Start Recommendation Based on Attribute-Fused Singular Value Decomposition.,IEEE Access
Energy Optimization Algorithms for MIMO-OFDM Based Downlink C-RAN System.,IEEE Access
Fuzzy TOPSIS Approaches for Assessing the Intelligence Level of IoT-Based Tourist Attractions.,IEEE Access
A Single Attention-Based Combination of CNN and RNN for Relation Classification.,IEEE Access
On-Line Monitoring of Partial Discharge of Less-Oil Immersed Electric Equipment Based on Pressure and UHF.,IEEE Access
Performance of OnPrem Versus Azure SQL Server - A Case Study.,IEEE Access
Machine Learning Model for Adaptive Modulation of Multi-Stream in MIMO-OFDM System.,IEEE Access
An Integrated Methodology for Big Data Classification and Security for Improving Cloud Systems Data Mobility.,IEEE Access
3D Simulation Modeling of UAV-to-Car Communications.,IEEE Access
Fast Generation of Collision-Free Trajectories for Robot Swarms Using GPU Acceleration.,IEEE Access
Enhancement of the Duty Cycle Cooperative Medium Access Control for Wireless Body Area Networks.,IEEE Access
Green Coexistence for 5G Waveform Candidates - A Review.,IEEE Access
Dynamically Tunable Scattering Manipulation of Dielectric and Conducting Cylinders Using Nanostructured Graphene Metasurfaces.,IEEE Access
Multi-Label Learning With Label Specific Features Using Correlation Information.,IEEE Access
Multi-Objective Migrating Birds Optimization Algorithm for Stochastic Lot-Streaming Flow Shop Scheduling With Blocking.,IEEE Access
An Efficient Lucas Sequence-Based Batch Auditing Scheme for the Internet of Medical Things.,IEEE Access
Enhanced Deep Networks for Short-Term and Medium-Term Load Forecasting.,IEEE Access
General Reentry Trajectory Planning Method Based on Improved Maneuver Coefficient.,IEEE Access
Underdetermined Source Separation of Bearing Faults Based on Optimized Intrinsic Characteristic-Scale Decomposition and Local Non-Negative Matrix Factorization.,IEEE Access
DeepStar - Detecting Starring Characters in Movies.,IEEE Access
Asymmetric Loss Functions and Deep Densely-Connected Networks for Highly-Imbalanced Medical Image Segmentation - Application to Multiple Sclerosis Lesion Detection.,IEEE Access
Guaranteed Performance of Nonlinear Attitude Filters on the Special Orthogonal Group SO(3).,IEEE Access
Centroid Vectoring for Attitude Control of Floating Base Robots - From Maritime to Aerial Applications.,IEEE Access
Cache Aware User Association for Wireless Heterogeneous Networks.,IEEE Access
Testbed Evaluation of Real-Time Route Guidance in Inter-Vehicular Communication Urban Networks.,IEEE Access
Recent Advances in 3D Data Acquisition and Processing by Time-of-Flight Camera.,IEEE Access
Self-Organizing Approximation Command Filtered Backstepping Control for Higher Order SISO Systems in Internet of Things.,IEEE Access
Adaptive Covariance Feedback Cubature Kalman Filtering for Continuous-Discrete Bearings-Only Tracking System.,IEEE Access
STANN - A Spatio-Temporal Attentive Neural Network for Traffic Prediction.,IEEE Access
Reinvestigation of Single-Phase FLLs.,IEEE Access
Distributed LT Codes With Improved Error Floor Performance.,IEEE Access
Industries Return and Volatility Spillover in Chinese Stock Market - An Early Warning Signal of Systemic Risk.,IEEE Access
Collaborative Additional Variational Autoencoder for Top-N Recommender Systems.,IEEE Access
A New Algorithm for Blood Flow Measurement Based on the Doppler Flow Spectrogram.,IEEE Access
Measurement Data Fusion Based on Optimized Weighted Least-Squares Algorithm for Multi-Target Tracking.,IEEE Access
Dynamic Evolution Analysis of Metro Network Connectivity and Bottleneck Identification - From the Perspective of Individual Cognition.,IEEE Access
Double Layer Distributed Process Monitoring Based on Hierarchical Multi-Block Decomposition.,IEEE Access
Provable Data Integrity of Cloud Storage Service With Enhanced Security in the Internet of Things.,IEEE Access
Learning to Style-Aware Bayesian Personalized Ranking for Visual Recommendation.,IEEE Access
A Modified Gravitational Search Algorithm for Function Optimization.,IEEE Access
A Modified Deep Convolutional Neural Network for Abnormal Brain Image Classification.,IEEE Access
Review of Applications of Fuzzy Logic in Multi-Agent-Based Control System of AC-DC Hybrid Microgrid.,IEEE Access
Novel Multi-Material 3-Dimensional Low-Temperature Co-Fired Ceramic Base.,IEEE Access
Spectrum Occupancy Reconstruction in Distributed Cognitive Radio Networks Using Deep Learning.,IEEE Access
Collaborative Coexistence Management Scheme for Industrial Wireless Sensor Networks.,IEEE Access
Application of Big Data and Machine Learning in Smart Grid, and Associated Security Concerns - A Review.,IEEE Access
Fuzzy Sliding Mode Control for Systems With Matched and Mismatched Uncertainties/Disturbances Based on ENDOB.,IEEE Access
Stability of Switched Time-Delay Systems via Mode-Dependent Average Dwell Time Switching.,IEEE Access
Deep Hierarchical Network With Line Segment Learning for Quantitative Analysis of Facial Palsy.,IEEE Access
Random Drift Modeling and Compensation for MEMS-Based Gyroscopes and Its Application in Handwriting Trajectory Reconstruction.,IEEE Access
Direction of Arrival Estimation for Uniform Circular Array via &quot;Virtual Two-Dimensional Source Impinging on Virtual Multiple UCAs Equivalently&quot; in the Presence of Gain-Phase Errors.,IEEE Access
Improved Alpha-Guided Grey Wolf Optimizer.,IEEE Access
Periodic Charging for Wireless Sensor Networks With Multiple Portable Chargers.,IEEE Access
Green Energy Powered Cognitive Sensor Network With Cooperative Sensing.,IEEE Access
Minimizing Geo-Distributed Interactive Service Cost With Multiple Cloud Service Providers.,IEEE Access
Multiple Time Scales Analysis for Identifying Congestive Heart Failure Based on Heart Rate Variability.,IEEE Access
Passive Earth Pressures on Retaining Walls for Pit-in-Pit Excavations.,IEEE Access
Decentralized Real-Time Estimation and Tracking for Unknown Ground Moving Target Using UAVs.,IEEE Access
Joint CoMP Transmission for UAV-Aided Cognitive Satellite Terrestrial Networks.,IEEE Access
Image Encryption Using Josephus Problem and Filtering Diffusion.,IEEE Access
KST - Executable Formal Semantics of IEC 61131-3 Structured Text for Verification.,IEEE Access
Incorporating Importance Sampling in EM Learning for Sequence Detection in SPAD Underwater OWC.,IEEE Access
Rolling Bearing Performance Degradation Assessment Based on Convolutional Sparse Combination Learning.,IEEE Access
Root Cause Analysis of Traffic Anomalies Using Uneven Diffusion Model.,IEEE Access
Parameter Estimation of Delay-Doppler Underwater Acoustic Multi-Path Channel Based on Iterative Fractional Fourier Transform.,IEEE Access
Energy-Angle Domain Initial Access and Beam Tracking in Millimeter Wave V2X Communications.,IEEE Access
Innovative Human-Like Dual Robotic Hand Mechatronic Design and its Chess-Playing Experiment.,IEEE Access
On the Capacity of a Two-Hop Half-Duplex Relay Channel With a Markovian Constrained Relay.,IEEE Access
Research on Image Smoothing Diffusion Model With Gradient and Curvature Features.,IEEE Access
Frequency Hopping and Parallel Driving With Random Delay Especially Suitable for the Charger Noise Problem in Mutual-Capacitive Touch Applications.,IEEE Access
Learning Robust Embedding Representation With Hybrid Loss for Classification and Verification.,IEEE Access
Multi-Objective Optimization Control of Distributed Electric Drive Vehicles Based on Optimal Torque Distribution.,IEEE Access
Minimum Neighborhood of Alternating Group Graphs.,IEEE Access
Deep Decoupling Convolutional Neural Network for Intelligent Compound Fault Diagnosis.,IEEE Access
Brain Image Segmentation Based on FCM Clustering Algorithm and Rough Set.,IEEE Access
An Autonomous Developmental Cognitive Architecture Based on Incremental Associative Neural Network With Dynamic Audiovisual Fusion.,IEEE Access
Ground-Based Radar Detection for High-Speed Maneuvering Target via Fast Discrete Chirp-Fourier Transform.,IEEE Access
Stochastic Security Assessment for Power Systems With High Renewable Energy Penetration Considering Frequency Regulation.,IEEE Access
An Adaptive Mechanism for Recommendation Algorithm Ensemble.,IEEE Access
Unsupervised Learning-Based Fast Beamforming Design for Downlink MIMO.,IEEE Access
RBFNN-Based Adaptive Sliding Mode Control Design for Nonlinear Bilateral Teleoperation System Under Time-Varying Delays.,IEEE Access
Texture Feature Extraction Methods - A Survey.,IEEE Access
Analysis of Facebook Interaction as Basis for Synthetic Expanded Social Graph Generation.,IEEE Access
A New Bearing Fault Diagnosis Method Based on Fine-to-Coarse Multiscale Permutation Entropy, Laplacian Score and SVM.,IEEE Access
A New Recommendation Approach Based on Probabilistic Soft Clustering Methods - A Scientific Documentation Case Study.,IEEE Access
Applying Bayesian Network Approach to Determine the Association Between Morphological Features Extracted from Prostate Cancer Images.,IEEE Access
Impact of Uncertainties on Resilient Operation of Microgrids - A Data-Driven Approach.,IEEE Access
Spectral Efficient Spatial Modulation Techniques.,IEEE Access
Locally Statistical Dual-Mode Background Subtraction Approach.,IEEE Access
Ontology-Based Personalized Course Recommendation Framework.,IEEE Access
A Prediction Approach for Stock Market Volatility Based on Time Series Data.,IEEE Access
Geometrical Variation&apos;s Influence on the Effects of Stimulation May be Important in the Conventional and Multi-Array tDCS-Comparison of Electrical Fields Computed.,IEEE Access
DQ-Voltage Droop Control and Robust Secondary Restoration With Eligibility to Operate During Communication Failure in Autonomous Microgrid.,IEEE Access
A Hybrid Framework for Sentiment Analysis Using Genetic Algorithm Based Feature Reduction.,IEEE Access
A Pattern-Based Academic Reviewer Recommendation Combining Author-Paper and Diversity Metrics.,IEEE Access
ICT in Higher Education - An Exploration of Practices in Malaysian Universities.,IEEE Access
An Overview on Concept Drift Learning.,IEEE Access
In-Band Full-Duplex Relay-Assisted Millimeter-Wave System Design.,IEEE Access
Evolutionary 4G/5G Network Architecture Assisted Efficient Handover Signaling.,IEEE Access
Evolutionary Optimization Using Equitable Fuzzy Sorting Genetic Algorithm (EFSGA).,IEEE Access
Modulation Options for OFDM-Based Waveforms - Classification, Comparison, and Future Directions.,IEEE Access
Feature Learning and Analysis for Cleanliness Classification in Restrooms.,IEEE Access
Utilizing Multiple-Access Communication to Realize FNN Computation in Wireless Networks.,IEEE Access
Time-Energy Optimal Trajectory Planning for Variable Stiffness Actuated Robot.,IEEE Access
Speech Enhancement Based on Dictionary Learning and Low-Rank Matrix Decomposition.,IEEE Access
Retrieval of Ionospheric Faraday Rotation Angle in Low-Frequency Polarimetric SAR Data.,IEEE Access
EEG Processing in Internet of Medical Things Using Non-Harmonic Analysis - Application and Evolution for SSVEP Responses.,IEEE Access
Cross-Tier Dual-Connectivity Designs of Three-Tier Hetnets With Decoupled Uplink/Downlink and Global Coverage Performance Evaluation.,IEEE Access
Category Theory-Based Mobile User Interface Pattern Recommendation Method.,IEEE Access
A Rotating Machinery Fault Diagnosis Method Based on Feature Learning of Thermal Images.,IEEE Access
High-Gain Fabry-Perot Antennas With Wideband Low Monostatic RCS Using Phase Gradient Metasurface.,IEEE Access
Research on Scene Understanding-Based Encrypted Image Retrieval Algorithm.,IEEE Access
Joint Multiple Sources Localization Using TOA Measurements Based on Lagrange Programming Neural Network.,IEEE Access
Short-Term Demand Prediction Method for Online Car-Hailing Services Based on a Least Squares Support Vector Machine.,IEEE Access
An End-to-End Human Segmentation by Region Proposed Fully Convolutional Network.,IEEE Access
Flexible Filter Bank Multi-Carriers PON Based on Two-Dimensional Multiple Probabilistic Shaping Distribution.,IEEE Access
Parallel Processing of Probabilistic Models-Based Power Supply Unit Mid-Term Load Forecasting With Apache Spark.,IEEE Access
An Efficient Fault Diagnostic Method for Three-Phase Induction Motors Based on Incremental Broad Learning and Non-Negative Matrix Factorization.,IEEE Access
Multi-Label Metric Transfer Learning Jointly Considering Instance Space and Label Space Distribution Divergence.,IEEE Access
A Connecting Timetable Rescheduling Model for Production and Rail Transportation With Unexpected Disruptions.,IEEE Access
Prediction of SNP Sequences via Gini Impurity Based Gradient Boosting Method.,IEEE Access
Projective Latent Dependency Forest Models.,IEEE Access
Cloud Types Identification for Meteorological Satellite Image Using Multiple Sparse Representation Classifiers via Decision Fusion.,IEEE Access
On Modified Multi-Output Chebyshev-Polynomial Feed-Forward Neural Network for Pattern Classification of Wine Regions.,IEEE Access
Process Planning Optimization With Energy Consumption Reduction From a Novel Perspective - Mathematical Modeling and a Dynamic Programming-Like Heuristic Algorithm.,IEEE Access
QFM Signals Parameters Estimation Based on Double Scale Two Dimensional Frequency Distribution.,IEEE Access
Design of an Internet of Brain Things Network Security System Based on ICN.,IEEE Access
Segmentation of the Main Vessel of the Left Anterior Descending Artery Using Selective Feature Mapping in Coronary Angiography.,IEEE Access
Remote Sensing Image Haze Removal Using Gamma-Correction-Based Dehazing Model.,IEEE Access
Diagnosing Metabolic Syndrome Using Genetically Optimised Bayesian ARTMAP.,IEEE Access
Exploring Object-Centric and Scene-Centric CNN Features and Their Complementarity for Human Rights Violations Recognition in Images.,IEEE Access
Power- and Time-Aware Deep Learning Inference for Mobile Embedded Devices.,IEEE Access
Input-to-State Stabilization of Uncertain Parabolic PDEs Using an Observer-Based Fuzzy Control.,IEEE Access
Deep Learning-Based Sustainable Data Center Energy Cost Minimization With Temporal MACRO/MICRO Scale Management.,IEEE Access
CPW Fed Wideband Corner Bent Antenna for 5G Mobile Terminals.,IEEE Access
Non-Orthogonal Multiplexing of Ultra-Reliable and Broadband Services in Fog-Radio Architectures.,IEEE Access
Adaptive Independent Subspace Analysis of Brain Magnetic Resonance Imaging Data.,IEEE Access
Wideband Low-Profile Printed Dipole Antenna Incorporated With Folded Strips and Corner-Cut Parasitic Patches Above the Ground Plane.,IEEE Access
Evolving Rule-Based Explainable Artificial Intelligence for Unmanned Aerial Vehicles.,IEEE Access
Enhanced Virtual Inertia Control Based on Derivative Technique to Emulate Simultaneous Inertia and Damping Properties for Microgrid Frequency Regulation.,IEEE Access
Sound Classification Using Convolutional Neural Network and Tensor Deep Stacking Network.,IEEE Access
Moth Flame Clustering Algorithm for Internet of Vehicle (MFCA-IoV).,IEEE Access
A Novel Cryptographic Substitution Box Design Using Gaussian Distribution.,IEEE Access
Two-Level Cluster Based Routing Scheme for 5G V2X Communication.,IEEE Access
Formal Analysis of Language-Based Android Security Using Theorem Proving Approach.,IEEE Access
One Size Does Not Fit All - Querying Web Polystores.,IEEE Access
Efficient Algorithm for Multi-Bit Montgomery Inverse Using Refined Multiplicative Inverse Modular 2K.,IEEE Access
Cancelable ECG Biometrics Using Compressive Sensing-Generalized Likelihood Ratio Test.,IEEE Access
Improving Spatial Locality in Virtual Machine for Flash Storage.,IEEE Access
Feasibility of Index-Coded Retransmissions for Enhancing Sidelink Channel Efficiency of V2X Communications.,IEEE Access
Fast Pedestrian Detection in Surveillance Video Based on Soft Target Training of Shallow Random Forest.,IEEE Access
Power Factor Control Method Based on Virtual Capacitors for Three-Phase Matrix Rectifiers.,IEEE Access
Markov Chain Hebbian Learning Algorithm With Ternary Synaptic Units.,IEEE Access
Compensation of Parameter Uncertainty Using an Adaptive Sliding Mode Control Strategy for an Interior Permanent Magnet Synchronous Motor Drive.,IEEE Access
Intelligent Health Diagnosis Technique Exploiting Automatic Ontology Generation and Web-Based Personal Health Record Services.,IEEE Access
The Development of an IoT-Based Educational Simulator for Dental Radiography.,IEEE Access
Epsim - A Scalable and Parallel Marssx86 Simulator With Exploiting Epoch-Based Execution.,IEEE Access
The Impact of Math Anxiety on Working Memory - A Cortical Activations and Cortical Functional Connectivity EEG Study.,IEEE Access
Uplink Time Scheduling With Power Level Modulation Scheme in Wireless Powered Communication Networks.,IEEE Access
Buffering Time for Wireless Full-Duplex Systems Under Random Arrival.,IEEE Access
New Normal Parameter Reduction Method in Fuzzy Soft Set Theory.,IEEE Access
Human Interactive Behavior - A Bibliographic Review.,IEEE Access
Raccoon Optimization Algorithm.,IEEE Access
Modeling Opinion of IPTV Viewers Based on Implicit Feedback and Content Metadata.,IEEE Access
FPGA Acceleration for Computationally Efficient Symbol-Level Precoding in Multi-User Multi-Antenna Communication Systems.,IEEE Access
Fast HEVC to SCC Transcoder by Early CU Partitioning Termination and Decision Tree-Based Flexible Mode Decision for Intra-Frame Coding.,IEEE Access
A Technology Mapping of FSMs Based on a Graph of Excitations and Outputs.,IEEE Access
Energy Efficient Scheduling in Wireless Sensor Networks for Periodic Data Gathering.,IEEE Access
Analysis and Optimization of Unmanned Aerial Vehicle Swarms in Logistics - An Intelligent Delivery Platform.,IEEE Access
A Compact Integration of a 77 GHz FMCW Radar System Using CMOS Transmitter and Receiver Adopting On-Chip Monopole Feeder.,IEEE Access
Mandelbrot and Julia Sets via Jungck-CR Iteration With s-Convexity.,IEEE Access
Spatiotemporal Adaptive Nonuniformity Correction Based on BTV Regularization.,IEEE Access
Robust Locally Discriminant Analysis via Capped Norm.,IEEE Access
A Clustering-Based Energy Saving Scheme for Dense Small Cell Networks.,IEEE Access
Adaptive MIMO Detector Using Reduced Search Space and Its Error Rate Estimator in Ultra Dense Network.,IEEE Access
Signal Processing on Static and Dynamic 3D Meshes - Sparse Representations and Applications.,IEEE Access
Latency Analysis of Wireless Networks for Proximity Services in Smart Home and Building Automation - The Case of Thread.,IEEE Access
Scoreboard Architectural Pattern and Integration of Emotion Recognition Results.,IEEE Access
Declarative Specification of Bidirectional Transformations Using Design Patterns.,IEEE Access
Enhanced MR Image Classification Using Hybrid Statistical and Wavelets Features.,IEEE Access
Self-Organizing Recurrent Interval Type-2 Petri Fuzzy Design for Time-Varying Delay Systems.,IEEE Access
Defining a Reliable Network Topology in Software-Defined Power Substations.,IEEE Access
Enhanced Path Detection Based on Interference Cancellation for Range Estimation of Communication-Based Positioning System in Indoor Environment.,IEEE Access
Active Interference Cancellation for Full-Duplex Multiuser Networks With or Without Existence of Self-Interference.,IEEE Access
A Suboptimal Approach to Antenna Design Problems With Kernel Regression.,IEEE Access
Voltage Balancing Control of IPOS Modular Dual Active Bridge DC/DC Converters Based on Hierarchical Sliding Mode Control.,IEEE Access
Multiple Object Tracking via Feature Pyramid Siamese Networks.,IEEE Access
Sampling Operator to Learn the Scalable Correlation Filter for Visual Tracking.,IEEE Access
Time Estimation and Resource Minimization Scheme for Apache Spark and Hadoop Big Data Systems With Failures.,IEEE Access
RLizard - Post-Quantum Key Encapsulation Mechanism for IoT Devices.,IEEE Access
HW-CDI - Hard-Wired Control Data Integrity.,IEEE Access
An Easy Network Onboarding Scheme for Internet of Things Networks.,IEEE Access
A Chopper Stabilized Current-Feedback Instrumentation Amplifier for EEG Acquisition Applications.,IEEE Access
Non-Ionized, High-Resolution Measurement of Internal and Marginal Discrepancies of Dental Prosthesis Using Optical Coherence Tomography.,IEEE Access
A Noise-Acceptable ZNN for Computing Complex-Valued Time-Dependent Matrix Pseudoinverse.,IEEE Access
Adversarial Knowledge Representation Learning Without External Model.,IEEE Access
A Differentiated Reservation MAC Protocol for Achieving Fairness and Efficiency in Multi-Rate IEEE 802.11 WLANs.,IEEE Access
Detection of Sound Field Aberrations Caused by Forward Scattering From Underwater Intruders Using Unsupervised Machine Learning.,IEEE Access
Local Feature Descriptor for Image Matching - A Survey.,IEEE Access
Optimal Power and Performance Management for Heterogeneous and Arbitrary Cloud Servers.,IEEE Access
Supervised Saliency Mapping for First-Person Videos With an Inverse Sparse Coding Framework.,IEEE Access
On the Modeling of Near-Field Scattering of Vehicles in Vehicle-to-X Wireless Channels Based on Scattering Centers.,IEEE Access
Multi-Synchronization of Stochastic Coupled Multi-Stable Neural Networks With Time-Varying Delay by Impulsive Control.,IEEE Access
Single Flip-Chip Packaged Dielectric Resonator Antenna for CMOS Terahertz Antenna Array Gain Enhancement.,IEEE Access
IT Outsourcing Auctions With Bilateral Efforts and Renegotiation.,IEEE Access
A New Lattice-Based Signature Scheme in Post-Quantum Blockchain Network.,IEEE Access
A Method of Emergent Event Evolution Reasoning Based on Ontology Cluster and Bayesian Network.,IEEE Access
Fuzzy Fault Detection Filter Design for Nonlinear Distributed Parameter Systems.,IEEE Access
Sparse Representation Based on the Analysis Model With Optimization on the Stiefel Manifold.,IEEE Access
SLA-Aware and Energy-Efficient VM Consolidation in Cloud Data Centers Using Robust Linear Regression Prediction Model.,IEEE Access
A New RSS Fingerprinting-Based Location Discovery Method Under Sparse Reference Point Conditions.,IEEE Access
Mining Dynamics of Research Topics Based on the Combined LDA and WordNet.,IEEE Access
Do Google App Engine&apos;s Runtimes Perform Homogeneously? An Empirical Investigation for Bonus Computing.,IEEE Access
Resource Allocation and Task Offloading for Heterogeneous Real-Time Tasks With Uncertain Duration Time in a Fog Queueing System.,IEEE Access
Sparse Bayesian Learning Based Space-Time Adaptive Processing Against Unknown Mutual Coupling for Airborne Radar Using Middle Subarray.,IEEE Access
EEG-Based Mild Depressive Detection Using Differential Evolution.,IEEE Access
Human Lesion Detection Method Based on Image Information and Brain Signal.,IEEE Access
Deterministic Quantum Secure Direct Communication Protocol Based on Omega State.,IEEE Access
Optimal Dual Frames for Probabilistic Erasures.,IEEE Access
Efficient CCA2 Secure Flexible and Publicly-Verifiable Fine-Grained Access Control in Fog Computing.,IEEE Access
Image Classification Using Low-Rank Regularized Extreme Learning Machine.,IEEE Access
Optimal Node Attack on Causality Analysis in Cyber-Physical Systems - A Data-Driven Approach.,IEEE Access
AC Grids Characteristics Oriented Multi-Point Voltage Coordinated Control Strategy for VSC-MTDC.,IEEE Access
Design and Implementation of Networked Collaborative Service System for Brain Stroke Prevention and First Aid.,IEEE Access
Complex Attack Linkage Decision-Making in Edge Computing Networks.,IEEE Access
Approximate Computing With Stochastic Transistors&apos; Voltage Over-Scaling.,IEEE Access
Optimizing the Coverage via the UAVs With Lower Costs for Information-Centric Internet of Things.,IEEE Access
TT-Miner - Topology-Transaction Miner for Mining Closed Itemset.,IEEE Access
A Novel Approach to Rule Placement in Software-Defined Networks Based on OPTree.,IEEE Access
Brain Computer Interface for Neurodegenerative Person Using Electroencephalogram.,IEEE Access
Service Migration in Fog Computing Enabled Cellular Networks to Support Real-Time Vehicular Communications.,IEEE Access
Robust Hierarchical Learning for Non-Negative Matrix Factorization With Outliers.,IEEE Access
An Indoor Positioning Error Correction Method of Pedestrian Multi-Motions Recognized by Hybrid-Orders Fraction Domain Transformation.,IEEE Access
Fog Radio Access Network - A New Wireless Backhaul Architecture for Small Cell Networks.,IEEE Access
A Concept Map-Based Learning Paths Automatic Generation Algorithm for Adaptive Learning Systems.,IEEE Access
Adaptive Differential Evolution With Evolution Memory for Multiobjective Optimization.,IEEE Access
Energy-Aware Mobile Edge Computation Offloading for IoT Over Heterogenous Networks.,IEEE Access
False Data Injection Attacks With Incomplete Network Topology Information in Smart Grid.,IEEE Access
Similarity Measure Based on Incremental Warping Window for Time Series Data Mining.,IEEE Access
Controlled Islanding for a Hybrid AC/DC Grid With VSC-HVDC Using Semi-Supervised Spectral Clustering.,IEEE Access
RMVP - A Real-Time Method to Monitor Random Processes of Virtual Machine.,IEEE Access
Path Planning Technologies for Autonomous Underwater Vehicles-A Review.,IEEE Access
Multiscale Quantum Harmonic Oscillator Algorithm With Strict Metastability Constraints for Multi-Modal Optimization.,IEEE Access
Enhancing Cloud-Based IoT Security Through Trustworthy Cloud Service - An Integration of Security and Reputation Approach.,IEEE Access
L21-Norm Based Loss Function and Regularization Extreme Learning Machine.,IEEE Access
Collective Efficacy of Support Vector Regression With Smoothness Priority in Marine Sensor Data Prediction.,IEEE Access
Robust Nonlinear Controller Design for Damping of Sub-Synchronous Control Interaction in DFIG-Based Wind Farms.,IEEE Access
